95,63
68,66
58,17
80,44
23,41
25,49
93,13
71,50
98,94
38,87
62,60
77,02
69,15
27,01
53,72
32,74
5,11
39,21
14,33
27,09
94,43
50,70
23,77
11,58
96,57
37,74
35,33
92,98
35,59
89,52
85,50
67,96
65,73
72,18
77,78
33,35
34,30
71,94
39,50
81,16
83,98
9,35
18,94
66,55
81,56
34,71
37,16
19,00
34,15
85,96
33,68
52,10
55,17
14,56
48,88
16,06
72,51
62,35
66,91
28,16
28,97
3,10
2,56
11,21
11,22
45,78
53,19
67,94
57,57
33,95
52,36
19,78
37,36
64,97
55,80
42,88
64,88
96,36
62,37
41,00
9,49
2,50
22,46
5,53
90,21
94,27
15,01
25,81
97,78
16,72
80,08
29,97
70,20
95,26
78,91
55,60
58,69
9,84
15,68
72,74
