95,96
10,97
6,82
24,00
70,27
41,23
75,63
18,65
25,07
21,82
60,32
36,21
57,81
93,22
50,96
7,27
47,82
9,57
98,09
90,57
30,27
13,83
55,36
16,68
1,14
59,14
57,40
52,65
37,58
88,79
82,10
79,29
80,25
9,36
86,29
34,72
65,41
17,87
70,44
92,83
12,89
72,60
23,99
13,09
73,52
29,42
26,00
19,79
14,30
100,68
27,81
42,53
72,98
32,12
23,85
77,88
45,27
34,90
25,08
11,99
76,84
54,07
85,11
78,28
20,49
3,15
93,57
10,68
84,16
44,76
43,36
93,13
39,40
51,81
98,99
98,79
82,08
40,29
41,58
59,13
36,92
25,61
42,96
1,75
75,80
17,22
25,85
48,70
76,30
33,13
100,19
72,47
81,04
85,45
26,76
65,43
31,29
60,81
48,10
90,48
