10,53
50,17
68,99
2,46
48,74
89,81
17,81
93,69
38,19
34,86
89,11
52,80
96,80
57,53
26,22
55,30
36,47
6,90
43,12
58,73
40,60
62,80
42,51
59,36
97,11
57,24
34,22
2,34
26,82
50,30
88,16
47,18
30,00
2,94
40,37
9,90
85,00
97,99
33,29
26,09
71,99
22,14
12,25
5,02
62,07
37,11
18,85
73,73
7,49
35,71
18,97
42,39
92,30
100,29
78,30
57,44
54,23
54,79
51,31
47,18
68,60
29,56
81,14
6,40
92,82
38,36
17,27
10,72
6,18
100,75
45,37
99,65
43,60
29,95
89,62
17,78
14,67
46,05
91,38
57,76
19,22
67,66
90,37
5,84
19,62
81,25
34,35
50,96
6,54
86,60
21,72
81,69
99,44
69,46
37,55
61,91
56,43
57,93
78,44
45,87
