63,89
91,31
61,76
43,72
15,07
15,18
99,15
34,38
3,98
100,84
92,07
22,15
7,95
33,22
3,07
73,62
76,78
76,72
33,50
21,46
73,31
17,45
74,69
52,15
76,20
81,62
3,36
12,65
29,49
13,52
65,80
24,69
87,81
82,89
61,14
46,32
98,27
31,83
77,44
74,38
80,58
64,15
56,97
38,47
15,43
26,41
66,43
97,60
27,79
29,30
26,70
13,73
56,72
10,12
12,66
43,17
35,86
43,13
68,26
56,30
70,37
62,89
94,58
68,90
84,48
77,60
59,29
44,11
31,99
14,63
44,98
3,38
6,58
58,02
100,45
66,45
63,01
9,48
84,48
25,96
61,67
28,24
94,60
50,66
78,55
82,93
54,89
2,56
81,08
78,93
96,20
48,03
55,85
8,58
99,77
40,63
88,59
8,20
91,05
54,50
