48,43
6,10
84,60
47,41
72,76
87,49
69,95
34,87
56,23
1,56
10,45
54,84
20,95
79,80
59,79
91,18
37,98
60,72
11,80
94,64
16,85
82,57
85,40
7,42
20,80
36,15
7,96
20,54
76,14
8,20
74,19
68,05
93,79
56,02
84,55
11,22
49,68
67,46
21,79
68,37
76,75
76,69
7,19
1,68
5,97
26,10
89,15
80,73
56,26
87,11
55,90
4,71
14,00
78,92
31,39
79,77
61,59
52,78
8,77
16,53
11,52
41,90
99,61
33,34
77,62
12,22
28,33
25,92
68,15
87,47
81,49
90,76
16,99
63,82
29,17
70,78
78,44
73,64
71,85
25,02
98,91
6,00
30,41
11,33
44,40
42,15
89,03
10,56
6,62
18,46
21,31
14,21
32,35
86,13
78,27
43,38
21,10
97,59
93,85
66,42
