10,76
69,06
2,69
75,00
58,88
22,00
99,06
34,52
52,13
59,27
84,17
76,55
75,86
56,09
96,39
53,84
1,51
44,28
93,66
34,17
15,42
11,42
74,80
90,45
93,15
29,85
23,84
15,76
60,54
35,30
66,29
58,04
35,50
12,94
6,33
96,46
76,15
90,45
21,51
62,11
70,17
82,11
27,82
39,40
88,17
75,86
92,09
71,19
89,09
5,87
60,82
30,86
10,10
7,63
95,14
17,51
94,83
9,16
50,14
76,37
14,45
72,59
13,17
46,50
13,74
63,59
21,01
89,47
71,26
92,61
8,16
59,00
96,64
41,60
99,96
29,75
101,00
62,53
53,22
15,49
67,00
10,05
64,33
71,79
14,06
49,51
10,28
96,41
1,07
63,65
61,56
11,69
34,16
66,83
7,46
37,77
50,14
23,54
64,26
42,70
