38,84
4,40
56,33
54,84
10,73
57,05
34,64
85,75
30,03
73,08
70,70
78,27
65,62
79,43
83,73
75,09
30,24
70,53
51,84
60,12
7,23
36,49
22,37
35,17
9,22
97,10
43,96
29,36
4,65
7,65
69,44
72,60
82,20
71,93
40,27
23,54
35,80
70,68
51,84
53,99
43,82
89,78
16,79
56,80
84,66
11,10
88,33
62,25
78,00
11,39
79,67
19,26
66,20
99,77
16,81
21,91
53,37
12,67
92,04
39,35
1,09
76,50
43,43
37,62
39,19
43,40
71,28
65,70
87,67
2,48
17,15
14,87
1,42
70,51
72,93
50,29
43,38
69,59
58,15
57,16
63,74
6,57
2,06
39,41
12,79
79,40
93,73
58,77
43,31
48,70
18,27
4,18
64,75
29,62
80,10
37,14
95,94
78,42
25,19
67,25
