34,14
14,77
49,97
16,65
8,00
80,49
51,96
90,96
94,67
60,73
72,66
27,82
29,84
73,66
8,55
44,68
53,30
60,11
99,11
27,98
48,58
17,21
68,52
61,41
12,15
100,75
3,75
19,28
91,60
61,22
66,42
31,71
67,94
12,56
23,75
75,91
21,56
19,10
49,21
98,77
13,47
26,43
87,56
30,04
34,03
54,66
1,05
2,48
19,77
19,19
13,27
55,46
15,66
42,85
45,86
62,23
64,94
76,23
99,12
87,05
41,45
48,33
62,51
48,66
100,69
28,31
53,29
38,69
14,57
91,08
72,37
19,85
72,61
44,37
35,42
7,80
77,31
92,96
84,01
22,30
35,18
86,85
6,94
79,14
46,63
24,72
4,80
82,07
27,45
61,20
12,58
65,93
52,83
97,22
54,14
36,58
100,62
16,26
40,34
51,09
