45,89
90,30
64,95
46,52
25,59
23,83
60,90
65,36
100,74
83,35
80,42
52,33
6,18
44,80
63,56
17,61
14,39
70,25
55,59
80,43
30,76
98,59
69,18
86,68
28,14
92,01
86,45
92,30
59,20
61,16
8,37
25,44
17,71
97,24
93,47
9,59
81,27
98,39
40,58
2,94
56,65
89,09
60,90
84,87
66,81
96,54
53,54
99,69
63,46
65,91
45,75
49,68
23,10
67,73
84,13
14,85
85,74
74,57
66,13
65,26
25,47
62,24
82,94
23,10
100,02
20,70
3,76
26,42
12,21
43,99
69,67
44,27
30,74
5,00
80,40
93,76
59,70
11,12
51,79
13,44
16,84
79,64
93,04
54,91
78,93
68,11
3,65
64,45
79,59
44,08
17,47
39,92
99,21
81,23
28,26
64,87
70,07
24,24
15,12
41,29
