75,34
98,67
34,91
38,41
28,97
62,42
58,92
53,67
96,68
33,84
18,86
72,38
74,74
20,17
33,43
11,55
71,66
9,04
6,81
84,66
4,45
16,53
45,99
66,04
12,64
17,87
56,03
53,67
92,54
70,67
86,72
93,98
15,50
98,80
16,23
5,03
82,55
17,28
48,65
10,42
85,77
43,21
70,60
75,02
91,48
55,96
59,51
16,11
34,47
40,97
60,86
48,40
13,66
75,88
55,42
10,10
9,71
95,15
18,28
8,47
2,82
99,78
31,30
18,03
55,06
62,66
48,30
62,36
35,76
16,60
27,60
11,31
10,69
2,32
40,77
29,29
86,23
96,62
38,35
17,73
98,31
37,00
3,11
4,76
62,42
8,61
50,10
48,74
55,93
61,63
38,72
38,64
86,73
82,78
46,62
93,98
13,41
53,50
17,95
89,88
