83,69
11,33
42,57
69,99
32,83
2,44
33,84
75,57
79,93
55,83
83,02
50,80
89,64
30,23
8,82
64,95
56,14
67,65
17,81
9,59
74,73
96,69
23,62
11,42
46,49
91,35
71,64
17,82
24,84
11,62
25,22
74,52
52,01
13,72
10,51
40,20
100,81
32,97
35,51
12,39
32,25
10,35
96,05
70,63
3,57
54,80
56,67
78,44
12,16
7,96
47,32
24,03
41,55
5,09
48,22
20,89
82,71
6,84
44,97
34,39
40,46
10,02
23,11
48,09
98,86
32,38
37,43
34,31
11,47
6,38
35,17
47,55
3,24
9,96
33,87
16,66
18,81
8,63
55,18
71,47
29,15
82,22
93,85
3,54
12,82
62,47
57,64
26,72
61,39
12,92
48,22
73,03
19,42
41,31
65,83
32,24
58,45
46,59
11,22
19,11
