87,01
20,52
88,56
70,71
50,70
27,06
96,92
50,77
44,55
63,05
55,00
7,79
11,51
55,07
33,83
69,21
46,49
77,80
50,14
92,54
27,80
33,88
52,81
23,68
54,73
21,73
74,17
70,74
78,12
71,24
72,37
63,97
96,07
46,91
1,64
81,03
48,62
40,73
86,63
78,91
86,85
3,06
44,29
88,25
9,99
88,56
92,19
94,54
61,55
26,76
5,43
51,22
50,27
61,55
36,57
44,45
15,22
42,77
91,96
56,63
85,50
94,30
66,59
56,27
94,40
27,71
75,01
75,54
95,88
18,37
80,29
23,69
96,38
11,69
15,30
24,35
59,35
81,33
10,88
57,97
61,51
18,10
94,08
36,66
80,06
88,73
96,28
38,13
68,39
67,09
15,82
77,84
33,93
6,65
12,67
4,00
66,60
93,04
73,59
58,83
