77,59
15,82
82,33
79,18
86,51
97,94
2,47
3,96
59,10
35,18
67,06
43,31
82,54
65,17
21,71
60,83
82,00
59,19
44,12
96,82
52,97
57,88
5,51
53,03
31,22
35,13
11,78
74,34
2,80
79,25
44,54
92,12
60,99
33,05
78,05
61,03
50,50
39,99
83,16
90,17
99,66
2,24
41,28
42,59
31,11
68,40
82,76
52,92
58,24
33,45
32,43
91,75
20,46
51,56
92,25
87,85
83,65
33,81
16,19
4,16
33,97
26,77
35,38
52,32
22,79
45,86
73,29
21,50
78,69
67,38
49,84
92,41
88,29
67,44
11,23
4,78
61,84
32,17
37,70
47,65
42,07
54,09
75,65
45,70
84,63
72,34
12,08
22,15
37,74
10,48
59,77
28,84
74,66
15,41
49,77
47,48
87,73
2,71
33,89
82,82
