66,25
35,63
21,15
80,36
3,86
60,39
25,58
85,91
53,35
77,27
60,86
29,53
83,61
57,44
73,57
74,42
9,28
60,57
71,21
15,16
52,11
39,92
26,26
73,51
41,72
69,95
42,60
50,31
42,67
35,33
3,59
6,83
66,60
27,42
19,65
45,10
78,47
4,50
19,84
6,07
33,84
85,55
86,80
6,93
90,93
63,47
17,23
94,37
25,13
43,98
1,03
99,38
36,80
38,34
51,72
41,04
83,41
64,65
87,63
41,37
86,26
41,00
59,09
81,88
58,89
86,17
40,15
53,24
79,27
78,56
55,16
23,97
81,34
62,81
90,37
81,46
72,48
34,47
48,36
79,33
93,38
78,46
39,52
58,49
23,91
84,11
68,52
96,50
4,69
10,89
66,58
79,49
87,74
32,85
40,00
84,05
51,61
46,76
54,76
2,61
