33,96
84,53
55,17
2,89
73,20
56,89
78,42
17,91
40,76
54,01
63,95
93,66
41,15
28,66
28,12
49,06
32,61
97,18
39,53
78,78
65,41
13,25
77,63
42,66
66,59
41,40
16,25
77,79
50,71
20,11
13,31
58,22
59,41
25,33
63,58
62,47
84,67
19,73
23,98
47,57
10,08
100,44
52,80
69,47
12,49
38,43
13,38
34,78
2,50
36,53
80,30
16,21
46,33
19,93
52,32
15,03
3,86
12,76
19,61
7,99
38,13
47,65
55,06
73,09
100,08
1,07
99,64
49,08
69,05
46,97
89,77
46,63
34,07
73,29
31,14
95,89
34,38
11,58
57,92
84,79
38,03
88,96
28,84
14,83
27,20
22,97
2,24
77,48
75,66
45,20
1,43
32,98
49,44
57,44
28,04
55,58
35,39
95,42
6,76
94,42
